"Year","imdbRating","budget_raw","big_money","avg_prior_Actors_total","avg_prior_Actors_ratio","avg_prior_Writer_total","avg_prior_Writer_ratio","avg_prior_Director_total","avg_prior_Director_ratio","Comedy","Drama","Romance","Biography","History","Adventure","Horror","Mystery","Action","Crime","Fantasy","Thriller","Sci-Fi","Sport","Documentary","Music","Animation","Family","Musical","War","Western"
2006,7.4,3300000,1,3164344.25,1.10159380555556,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,6.3,1.5e+08,0,78957891.4,1.20599733238395,963224,0.240806,319049659,1.8767627,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2002,7.2,250000,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2008,3.7,2e+07,1,84656363.1428571,2.86663194875458,0,1,228739775.5,5.26831585904762,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,4.8,8e+07,0,97737569.6470588,2.66638789346592,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,6.4,6e+07,0,100893118.6,1.82243709476268,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,1100000,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2004,6.7,2.4e+07,0,96787545.3333333,1.86570991134492,52179986.6666667,1.24277438825996,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,5.4,1.5e+07,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2003,8,7e+07,0,39922771.25,1.17023969736842,0,1,362211740,3.6221174,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,4.5,4e+07,1,70295725.5,1.72318784005902,73141028.6666667,1.36724610343237,38778378,2.49552196666667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,4.2,3.2e+07,1,131004491.5,2.41474272737785,0,1,71534710.6666667,2.80574277777778,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2004,6,2e+07,0,79078805.25,3.10281169991799,14588821,4.31387191666667,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.1,1.3e+07,0,52486759.25,3.83745642647059,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2010,7.5,3.5e+07,0,32545845,1.71487663148148,0,1,95894418.5,4.794720925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7.7,9.5e+07,0,112309963.75,1.49131989273927,0,1,350100280,4.02414114942529,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,4.6,3.5e+07,0,0,1,3677805.33333333,0.480445546666667,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,3.8,17500000,0,197504000.571429,3.58106628066471,0,1,892506,0.0661115555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2006,7.1,1.5e+07,0,108746359.857143,2.5193548965795,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,8,1.3e+07,1,80587028.1111111,2.12502453091473,0,1,31047956.5,4.10707012619048,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,6.6,4500000,0,50138431.6,1.37416638293868,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2004,5.9,6.5e+07,1,40614477.8333333,4.77178182685185,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2007,6.4,6.1e+07,1,77814884.3846154,10.9884332616361,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,6.6,2.5e+07,0,0,1,0,1,81079798,3.17959992156863,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2006,8,1e+08,0,124735165.681818,2.09244608540275,0,1,456810575,3.26293267857143,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,6.4,5e+07,0,17857719,1.38777567857143,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2005,2.8,2.5e+07,0,125297190.2,2.82926131490196,0,1,8178569,0.40892845,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2001,7.6,3e+07,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,5.6,3e+07,0,87080386.25,3.82820632675439,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013,7.4,1.8e+07,1,130024289.125,1.6827827051878,68612698.375,4.52447019963197,68612698.375,4.52447019963197,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7.4,1e+06,1,8695223.5,1.09811259166667,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,4.8,1.5e+07,0,37580351,1.9149428313383,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.1,1.4e+07,0,85535574.1764706,2.3665228581414,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.6,1.7e+07,0,81560860.1,3.03516435784698,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7.1,67500000,0,159588468,1.97063596105515,254696197.5,2.60889375707071,207738855.8,2.31527240133824,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2008,7,1.5e+08,1,71559415.2222222,1.37663072229036,0,1,205380310.166667,2.33952558594134,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,8.1,3e+06,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,6.3,6750000,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2012,7.2,1.85e+08,1,59463828.6,2.75030981856277,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2004,5.5,9e+06,0,64378953.75,1.85736676713714,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7.5,450000,1,22950000,0.9795,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5.3,3e+07,1,85434162.8666667,2.45044808738397,0,1,143985708,1.74528130909091,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6.9,32500000,1,2527004,0.870333523809524,0,1,21970831,0.87883324,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.2,2.5e+07,1,49665208.962963,19.7683408095791,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2001,6.7,2.5e+07,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7.2,1e+06,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,7,8500000,1,28971985,1.12893619287912,23693646,1.9744705,23693646,1.9744705,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5.8,1.1e+07,0,48478818.6363636,1.90570944170787,45290458.5,2.79979554166667,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2003,5.5,2e+07,1,76206102.3333333,2.45597747941329,0,1,70394722,3.78525882954545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7.7,13900000,1,97974548.5,1.47150607127371,24405825,0.697309285714286,245229234,1.78999440875912,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,6.7,1.7e+07,1,65272503.5625,3.18416764259393,0,1,122429841.25,1.83111947111111,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2009,7.2,2.6e+07,0,241036679.125,2.77724998272762,158116998.333333,3.94666151296296,46437122,1.16092805,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2002,6.4,8e+06,1,0,1,62432423,2.08108076666667,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,6.7,8.1e+07,1,45443668,1.50297416255274,0,1,30063805,0.501063416666667,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,5.9,4.2e+07,1,40731699.25,1.30796848287671,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7.2,1e+06,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,6.6,1600000,0,0,1,3438804,1.719402,138702641.5,1.84791878569803,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,6.9,1.5e+07,0,147031190.857143,2.67461465421253,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,6,4e+06,0,20168909.5714286,1.36650260653061,0,1,45016494,0.818481709090909,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,5.8,5.5e+07,0,139134891,2.32346673826283,1409660,0.216870769230769,12398628,0.6199314,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2003,5.4,5.2e+07,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2001,7,2100000,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2010,6.3,5.5e+07,0,75334404.5555556,15.5988471291384,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2008,7,3.7e+07,1,130672051.189189,3.56516640990863,80481129.6666667,3.25775132380952,91907097.75,2.79225631465201,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,5.6,1500000,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.9,1.2e+07,0,48140809.4285714,19.6244838008295,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7.4,2e+07,0,2190402,1.14825490909091,104843016,20.1069756481481,104843016,20.1069756481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,7.4,7e+06,1,33233325.6666667,2.14221988148148,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,6.8,1.4e+08,1,72211092.5,2.18144261701322,211022957,1.83136066129032,205290338.666667,2.08713844071685,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2001,5.9,5.7e+07,0,20820574,1.44401913333333,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,8,5.5e+07,1,184981804.772727,1.993728519532,114319853.5,2.29627495909091,226476766.75,3.0211692388009,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,7.3,7e+07,1,81365029.4,1.87179024370868,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,6.4,2e+08,1,137009261.363636,1.92680334851775,762713711.5,5.95702697571429,230833983.5,3.79762833571429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,5.5,6e+06,0,110466733.764706,2.58444204017681,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,6.2,2.7e+07,0,225707180.066667,4.41144973314907,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,6.2,12500000,0,67041237.5454545,1.52313131100388,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,8,1.02e+08,1,70397266.2857143,1.59595461721493,297534407.5,3.33344164687011,76451213,0.9794466,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2006,6.8,1.4e+07,0,33174706.25,2.995598635,62097495,1.08942973684211,21607565.5,1.86348564642857,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,5.2,1.8e+07,0,49077091.75,1.77243941145833,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,3.3,1e+08,0,105834730.333333,3.05179027363263,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2005,6.2,7000,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,6.5,4.5e+07,0,60731018.75,2.2312443597561,97837138,8.89428527272727,90396664,3.47679476923077,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2010,6.4,1.5e+07,0,298944818,2.2191433507253,57029609,8.147087,57029609,8.147087,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,7.8,5.5e+07,1,146314898.2,1.85155178617373,0,1,109141913.6,3.98852176995452,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.5,4.5e+07,0,96778952.2,1.31320913439344,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,6.8,1.5e+08,1,151609451.1,2.55959330180421,0,1,242822303.5,2.69272203571429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007,7,1.2e+07,0,36943566.1428571,1.1333344133618,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.4,4.4e+07,0,69176298.1666667,5.24654667378788,0,1,72126185.5,2.00885104722222,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,7.1,7.5e+07,0,184526634.588235,3.14183914963369,0,1,115476509,3.29932882857143,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,4.8,1.2e+08,0,126826013.25,2.24541535719836,0,1,5827269.5,1.7600965,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.4,82500000,0,98300900.2241379,2.38068754352673,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2004,6.1,2.3e+07,0,41536176,2.49466834729437,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,4.7,9e+06,0,3733428.25,0.998895216666667,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.8,4e+07,1,88840935.4444444,2.70897905898812,0,1,54251218.5,3.22287307894737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,5.3,6e+07,1,94424173.6304348,2.81843931833697,28063581,1.97703057894737,125867931.5,4.83503122548701,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,5,1e+06,1,0,1,200611439,236.462911066667,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,7.2,3e+07,1,117622730.75,4.82321346586957,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2005,5.8,6e+07,1,25835407,4.38335030833333,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,7.9,7.6e+07,0,101370866.071429,1.78525570924981,33649881,6.7299762,415169215,6.42917482692308,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2009,6.3,1.3e+07,0,86008055.6470588,3.16221698169531,0,1,1164300,0.0873043488172043,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,5.1,5e+07,0,65970655.6666667,2.33335646252812,0,1,160648493,3.49235854347826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,7.1,1.2e+07,1,48319816.4,1.5229759308946,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2005,8,8.8e+07,0,192458708.8,4.69320668495266,0,1,177960745.5,2.33059088205128,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5.9,9e+05,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,6,4e+07,0,89125599.2307692,14.7941802823817,63489752,2.44191353846154,88203889,3.20909080788224,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2012,6.7,2.5e+07,0,0,1,419490286,1.86440127111111,649279542.25,7.31163156456349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,6.2,4e+07,0,178398015.833333,1.97505379261381,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,7.4,6e+06,0,85932071.4266667,2.35808925899471,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.5,3.8e+07,0,26026928.1428571,1.3527023585034,0,1,141267370,1.88356493333333,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2002,5.2,5e+05,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2008,6.6,2e+07,1,28756140.2,2.46556733,41292179.25,3.2416595625,71890350.5,4.663918325,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,5.8,1.25e+08,1,306121544.692308,2.7156495915223,0,1,263417913,1.91576664,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2004,6.9,10000,1,1581179.6,0.79519172,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,7.5,5e+06,1,25321800,1.40099090909091,35414264.5,1.2968434012987,35414264.5,1.2968434012987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.5,82500000,1,148068344.625,2.20017178563316,241736981,3.48440717283951,72004159,0.654583263636364,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,7.3,3.5e+07,1,110838878.636364,1.91436817013345,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,7.6,1.02e+08,0,237833861,3.15544923486723,0,1,300530407.111111,2.71661791167399,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,7,1e+08,1,92141493,3.39596143360763,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2013,6.5,7.8e+07,1,136625061.8,3.28875253064286,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2008,7.1,2.5e+07,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2005,7.2,4.5e+07,0,114733400,1.82224343578832,0,1,131638276,10.1260212307692,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,6.3,7500000,0,34993518.8,1.5735758,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,4.4,2e+07,0,68543058.6,2.19010733830335,105332807.333333,1.93021405128205,11829341,0.4493422,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2003,7.2,8e+07,1,148183529.428571,5.85061154650291,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,7.6,6e+07,1,166070540.571429,2.22228090102763,0,1,87683966,0.804440055045872,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2011,6.4,4e+07,0,395692218.555556,2.71628207719904,226941585,9.0776634,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2006,6.3,6e+06,0,20382888.3333333,1.65334834650794,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7.1,2.9e+07,0,7540025.75,0.66630052570922,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,4.5,1.5e+07,1,48548615.25,4.94692324686307,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2005,6.9,7.5e+07,1,95075236.8205128,2.52525622845771,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,6.7,6e+07,1,149946516.166667,2.50060770045024,44701,0.223505,127268265.777778,1.65409501726274,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2007,7.8,6400000,0,25010880.6,1.77425266074074,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,7.1,450000,1,134431895.857143,1.5563708892517,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7.2,12500000,0,46103738.7692308,1.68040290548338,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.8,1.1e+07,0,77483754.3846154,1.6231249849206,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,7.7,6e+07,1,68002126.6470588,16.6059977016813,0,1,5409517,0.0721268933333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2011,6.1,1e+07,0,179393364.842105,2.75566983161819,236545015,1.88131362409812,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2001,4.6,1.1e+07,1,1352379.25,0.768031723333333,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,6.3,1.5e+07,0,137332963.357143,2.15908213504289,115862,0.0193103333333333,115862,0.0193103333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,5.5,6e+07,1,137048378.545455,5.02735922544484,1825353.33333333,1.03173733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6.9,2e+06,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.7,2.5e+07,1,79987126.5714286,2.59497117529409,0,1,79958599,2.42298784848485,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2006,7,1.2e+07,1,60391801.5,21.2558473975362,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2004,7.9,7303082,1,72374965.25,1.592229151362,232016402,7.73388006666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7.3,8500000,1,124229834.25,1.64557779037103,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2001,4.7,2.5e+07,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,3.2,1.2e+07,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.6,5e+07,0,73719635.25,2.61539980913691,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,4.9,3.5e+07,0,71625000,3.1375,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,6.3,7e+06,0,64281285.6363636,3.18943025848778,194523,12.9682,194523,12.9682,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,5.2,3500000,0,51628077.5,2.10863361842105,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,2.8,6e+06,1,38818941.7142857,1.56794806760204,164285587,2.73809311666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2003,5.5,6e+07,1,94419021.6153846,2.73444061489483,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2003,5.4,8e+07,1,129699358.888889,1.87930507536849,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2002,6.7,1.5e+07,0,44287090.6,1.23956999400922,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2005,5.5,6e+07,0,138575111.785714,2.49366302610897,161941727,3.23883454,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,5.4,10600000,1,68749481.5,1.23633237358156,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,4.9,7e+06,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,2.7,2e+07,1,82592617.3333333,2.89934077878788,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.3,5.5e+07,1,98729750.6705882,2.54798894038363,0,1,240779821.166667,3.52524022048246,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,7.4,2.8e+07,1,68687146.3333333,2.56864637633375,138147082,2.14460811904762,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2009,6.5,2e+07,1,0,1,229250,0.305666666666667,229250,0.305666666666667,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.6,4e+06,1,24035101.8333333,0.994391043915344,190400000,1.96288659793814,23889158,1.32717544444444,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,6.4,8e+05,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.9,4600000,0,33788417.75,1.75142287962963,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.2,2.5e+07,1,39822422.7777778,2.37257423555426,43545364,0.669928676923077,16702131.6666667,0.533920528571429,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
